Term;Scientific Name;Type;workId;WordsFrame;Sentence
pepper;Capsicum frutescens;organism;PG10002;58.0;if it were not for pepper, i should, even after the many extraordinary things that i have witnessed, be inclined to imagine that it was but a gigantic dream.
dog;Canis lupus familiaris;organism;PG10002;59.0;at times, the metallic rattle of a dog's chain, sounded faintly.
dog;Canidae;organism;PG10002;59.0;at times, the metallic rattle of a dog's chain, sounded faintly.
dog;Canis lupus familiaris;organism;PG10002;59.0;it belongs to the dog i have bought, since pepper's death.
pepper;Capsicum frutescens;organism;PG10002;59.0;it belongs to the dog i have bought, since pepper's death.
dog;Canidae;organism;PG10002;59.0;it belongs to the dog i have bought, since pepper's death.
pepper;Capsicum frutescens;organism;PG10002;59.0;i will not have him in the house--not after pepper.
dog;Canis lupus familiaris;organism;PG10002;59.0;still, i have felt it better to have a dog about the place.
dog;Canidae;organism;PG10002;59.0;still, i have felt it better to have a dog about the place.
dog;Canis lupus familiaris;organism;PG10002;59.0;then the dog gave a long howl, and i started.
dog;Canidae;organism;PG10002;59.0;then the dog gave a long howl, and i started.
dog;Canis lupus familiaris;organism;PG10002;59.0;the nervous feeling had gone, for i imagined that the sound i had heard, was nothing more than the dog walking 'round his kennel, at the length of his chain.
dog;Canidae;organism;PG10002;59.0;the nervous feeling had gone, for i imagined that the sound i had heard, was nothing more than the dog walking 'round his kennel, at the length of his chain.
dog;Canis lupus familiaris;organism;PG10002;59.0;a quarter of an hour may have passed, then, all at once, the dog howled again, and with such a plaintively sorrowful note, that i jumped to my feet, dropping my pen, and inking the page on which i was at work.
dog;Canidae;organism;PG10002;59.0;a quarter of an hour may have passed, then, all at once, the dog howled again, and with such a plaintively sorrowful note, that i jumped to my feet, dropping my pen, and inking the page on which i was at work.
dog;Canis lupus familiaris;organism;PG10002;59.0;'curse that dog!'
dog;Canidae;organism;PG10002;59.0;'curse that dog!'
dog;Canis lupus familiaris;organism;PG10002;59.0;i knew, now, that it could not be the dog, his chain would not allow him to come so near.
dog;Canidae;organism;PG10002;59.0;i knew, now, that it could not be the dog, his chain would not allow him to come so near.
dog;Canis lupus familiaris;organism;PG10002;59.0;the dog's growl came again, and i noted, subconsciously, the taint of fear in it.
dog;Canidae;organism;PG10002;59.0;the dog's growl came again, and i noted, subconsciously, the taint of fear in it.
cat;Felis;organism;PG10002;59.0;outside, on the windowsill, i could see tip, my sister's pet cat.
dog;Canis lupus familiaris;organism;PG10002;59.0;outside, in the gardens, the dog moaned, strangely.
dog;Canidae;organism;PG10002;59.0;outside, in the gardens, the dog moaned, strangely.
cat;Felis;organism;PG10002;59.0;suddenly, from the cat, there came a fierce, long screech.
cat;Felis;organism;PG10002;59.0;the cat gave a last, awful caterwaul, and i saw it smoke and blaze.
dog;Canis lupus familiaris;organism;PG10002;60.0;the dog had been silent for a few moments.
dog;Canidae;organism;PG10002;60.0;the dog had been silent for a few moments.
dog;Canis lupus familiaris;organism;PG10002;60.0;after that, nothing, not even the dog's whine.
dog;Canidae;organism;PG10002;60.0;after that, nothing, not even the dog's whine.
dog;Canis lupus familiaris;organism;PG10002;60.0;it was only when i came to speak to the dog, that i discovered tangible proof, that something did happen.
dog;Canidae;organism;PG10002;60.0;it was only when i came to speak to the dog, that i discovered tangible proof, that something did happen.
talon;Amniota;body;PG10002;60.0;the shape of the mark was curious, reminding me of the imprint of a large talon or hand.
ray;Rajomorphii;organism;PG10002;60.0;the rays of the rising sun, shimmered on the smoky patch in the lower corner, causing it to fluctuate from green to red, oddly.
dog;Canis lupus familiaris;organism;PG10002;60.0;i looked at the dog, again.
dog;Canidae;organism;PG10002;60.0;i looked at the dog, again.
pepper;Capsicum frutescens;organism;PG10002;60.0;pepper!
animal;Animalia;organism;PG10002;60.0;and now this poor animal ...!
dog;Canis lupus familiaris;organism;PG10002;60.0;i glanced at the dog again, and noticed that he was licking at his wound.
dog;Canidae;organism;PG10002;60.0;i glanced at the dog again, and noticed that he was licking at his wound.
dog;Canis lupus familiaris;organism;PG10002;60.0;after tea, i went, again, to have a look at the dog.
dog;Canidae;organism;PG10002;60.0;after tea, i went, again, to have a look at the dog.
pepper;Capsicum frutescens;organism;PG10002;60.0;pepper was in the house, and yet....
dog;Canis lupus familiaris;organism;PG10002;60.0;i rose early, and, after breakfast, visited the dog.
dog;Canidae;organism;PG10002;60.0;i rose early, and, after breakfast, visited the dog.
horse;Equus ferus caballus;organism;PG10002;60.0;i wish there was some horse doctor near here, i would have the poor brute looked to.
dog;Canis lupus familiaris;organism;PG10002;61.0;the dog has been silent, up to the present.
dog;Canidae;organism;PG10002;61.0;the dog has been silent, up to the present.
dog;Canis lupus familiaris;organism;PG10002;61.0;for the first time, the dog moves, and i hear the rattle of his chain.
dog;Canidae;organism;PG10002;61.0;for the first time, the dog moves, and i hear the rattle of his chain.
dog;Canis lupus familiaris;organism;PG10002;61.0;as i stare, the dog moves again, restlessly, and i see a small patch of luminous light, shine from the interior of the kennel.
dog;Canidae;organism;PG10002;61.0;as i stare, the dog moves again, restlessly, and i see a small patch of luminous light, shine from the interior of the kennel.
dog;Canis lupus familiaris;organism;PG10002;61.0;it vanishes, then the dog stirs again, and, once more, the gleam comes.
dog;Canidae;organism;PG10002;61.0;it vanishes, then the dog stirs again, and, once more, the gleam comes.
dog;Canis lupus familiaris;organism;PG10002;61.0;the dog is quiet, and i can see the luminous thing, plainly.
dog;Canidae;organism;PG10002;61.0;the dog is quiet, and i can see the luminous thing, plainly.
dog;Canis lupus familiaris;organism;PG10002;61.0;and i remember the contour of that fearsome wound on the dog's side.
dog;Canidae;organism;PG10002;61.0;and i remember the contour of that fearsome wound on the dog's side.
dog;Canis lupus familiaris;organism;PG10002;61.0;the dog moves in his kennel, and whimpers, frightenedly.
dog;Canidae;organism;PG10002;61.0;the dog moves in his kennel, and whimpers, frightenedly.
dog;Canis lupus familiaris;organism;PG10002;63.0;somewhat happier, i go down stairs, and out into the garden, to have a look at the dog.
dog;Canidae;organism;PG10002;63.0;somewhat happier, i go down stairs, and out into the garden, to have a look at the dog.
dog;Canis lupus familiaris;organism;PG10002;63.0;shaking off a momentary sense of fear, i call to the dog, but he takes no heed, and, after calling once more, i throw a small stone into the kennel.
dog;Canidae;organism;PG10002;63.0;shaking off a momentary sense of fear, i call to the dog, but he takes no heed, and, after calling once more, i throw a small stone into the kennel.
beast;Animalia;organism;PG10002;63.0;in a little the poor beast rises, and shambles out lurching queerly.
dog;Canis lupus familiaris;organism;PG10002;63.0;this she places on the ground, near the dog, and i push it into his reach, with the aid of a branch, broken from one of the shrubs.
dog;Canidae;organism;PG10002;63.0;this she places on the ground, near the dog, and i push it into his reach, with the aid of a branch, broken from one of the shrubs.
animal;Animalia;organism;PG10002;64.0;i can see that my sister is much puzzled as to what is the matter with the animal, yet it would be madness, even to hint the truth to her.
dog;Canis lupus familiaris;organism;PG10002;64.0;i remember that the dog licked my hand.
dog;Canidae;organism;PG10002;64.0;i remember that the dog licked my hand.
dog;Canis lupus familiaris;organism;PG10002;64.0;it creeps into my brain--the dog's wound, shines at night.
dog;Canidae;organism;PG10002;64.0;it creeps into my brain--the dog's wound, shines at night.
dog;Canis lupus familiaris;organism;PG10002;64.0;this morning, early, i shot the dog, and buried it, away among the bushes.
bush;Viburnum plicatum;organism;PG10002;64.0;this morning, early, i shot the dog, and buried it, away among the bushes.
dog;Canidae;organism;PG10002;64.0;this morning, early, i shot the dog, and buried it, away among the bushes.
oak;Quercus;organism;PG10002;65.0;my god, it is the opening of the great, oak trap.
hamlet;Hypoplectrus;organism;PG10002;65.0;after that day, we enjoyed our holiday to the utmost, though both of us looked forward to the time when our driver should come, for we were tremendously anxious to inquire of him, and through him among the people of the tiny hamlet, whether any of them could give us information about that strange garden, lying away by itself in the heart of an almost unknown tract of country.
